tweets_username,tweets_utc_date,tweets_tweet,tweets_retweet_count,tweets_likes_count,tweets_tweet_value,most_mentioned_user,most_mentioned_count,contributors_impacts,contributors_followers,contributors_following,contributors_user_value,contributors_tweets_value
@MuhammedLeigh3,2023-10-15 14:41:01,"DEAR ILEBAYE this was you last year when you were evicted!! That year I was supporting phyna, but like you as a calm and bold person.

This is year you came back to continue what you started and I am proud of you likewise all bayetribe are proud of you.
ILEBAYE x AFCON 
#ilebaye ",39,212,0.19,0,0.0,6,3,35,0.01,0.02
@Vanessa__ben,2023-10-15 14:40:55,"@Overrated_Boss ❤️❤️❤️

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",2,0,0.04,0,0.0,332,332,838,0.87,0.96
@Dior440040,2023-10-15 14:40:43,"Then donate the money to charity una stop dey disturb with tears and lies lol
#BBNaija ",0,1,0.26,0,0.0,3832,3832,2643,9.69,10.66
@lynsandrah37,2023-10-15 14:40:35,"You’re a star
#AngelJBSmith ",3,3,1.51,0,0.0,0,0,0,0.0,0.0
@lynsandrah37,2023-10-15 14:40:21,"@theangeljbsmith You’re a queen 
#AngelJBSmith",0,0,0.27,0,0.0,2,1,1,0.01,0.02
@Steffi0602,2023-10-15 14:40:21,"🆕 Azuki is now offering the #AZUKI token! Secure your Airdrop and earn $5500 🎁. Claim it now ⤵️

😃 

#NEO #Uniswap #IOTX #alts #IOTX #marketcap ",0,0,0.0,0,0.0,2,1,32,0.0,0.0
@TawakalituAriyo,2023-10-15 14:40:19,"@PurposeX661 Omo @PereEgbi  and @real_mercyeke una too much 😍

SILENT INTRUDER THE MOVIE
#PereEgbi 

SILENT INTRUDER THE MOVIE
#PereEgbi",4,6,0.36,0,0.0,3,3,17,0.01,0.01
@Mercy68076976,2023-10-15 14:40:13,"@thelagosmag @PereEgbi Pere you're an onion 🧅 with so many layers, your bestie said ""you are a PRICE"" she NEVER lie. Keep on doing Good Work, be Humble God will surely be on your side. 

SILENT INTRUDER THE MOVIE
#PereEgbi",11,19,1.04,0,0.0,2,2,0,0.01,0.01
@twonew4this,2023-10-15 14:40:06,"🚀 Azuki's #AZUKI token is now available! Make sure to secure your Airdrop and get $5500 🎁. Claim it here ⤵️

👍 

#NEO #BONE #UNI oken #cryptocurrency #UNI ",0,0,0.03,0,0.0,1955,115,246,0.33,5.12
@isma24portillo,2023-10-15 14:40:05,"🌌 The MetaMask Airdrop is calling your name - claim it: ⤵️

👍 

🔥 My crypto dreams ing true with a $5500 MASK Airdrop 😈
#NEO #HUOBI #UNI #BNT #RIF #LRC ",0,0,0.0,0,0.0,7,7,116,0.03,0.04
@neilnicholson,2023-10-15 14:39:42,"#Fridayy #Mercy #ByronMessia #MusicVideo 
@fridayy ""Mercy"" Featuring @byronmessia_ (Music Video) 🔥🔊📽️🫶🏿🌟🌟🌟🌟🌟
 ",0,0,5.0,0,0.0,1,1,5,0.0,0.0
@whitdecore,2023-10-15 14:39:36,"I'm seriously anticipating

 SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",9,14,1.39,0,0.0,0,0,8,0.0,0.0
@Phindiw43688177,2023-10-15 14:39:02,"For more of this cuteness go to Angel's ig ❤️❤️
#Somgel ",14,189,5.62,0,0.0,1,1,32,0.0,0.0
@LINDACH58527299,2023-10-15 14:39:01,"@unusual_mave 🥰🥰👸🏻👸🏻👸🏻🥰🥰🥰🥰🥰🥰The Mavericks 
#AlexUnusual",0,2,0.02,0,0.0,0,0,0,0.0,0.0
@Achie29295224,2023-10-15 14:38:55,"I have nothing to say except SILENT INTRUDER THE MOVIE

#PereEgbi",1,1,0.82,0,0.0,6,3,25,0.01,0.02
@PitsoaneRefiloe,2023-10-15 14:38:53,"@theangeljbsmith Life of all parties 🔥💃🏻❤ 
#AngelJBSmith",2,2,0.18,0,0.0,180,180,292,0.53,0.7
@Hustlersndahood,2023-10-15 14:38:46,"Let the universe know what you want and work towards it⬆️💫
Via: @ItIsJimCarrey 
Follow @Hustlersndahood for daily motivation🔥🔥
#INDvsPAK #KSIFury #ObaSolomon #Rema #fabrizio #Referendum2023 #Gazagenocide #$1Trillion #Seyi #Arab #PalestineGenocide #IsrealPalestineconflict ",0,2,5.02,0,0.0,0,0,1,0.0,0.0
@madhulatha4,2023-10-15 14:38:29,"💰 Don't wait any longer to claim your MetaMask Airdrop: ⤵️

📣 

🔥 I'm smiling ear to ear thanks to a $5500 MASK Airdrop 😈
#AAVE $friendtech #SOL #NEO #PLSX #COMBO ",0,0,0.03,0,0.0,1692,1692,3812,3.81,3.81
@twaibu_nawia,2023-10-15 14:38:21,"@ItzBarbieAlmie ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",0,0,0.08,0,0.0,0,0,0,0.0,0.0
@sylvez92,2023-10-15 14:38:11,"Dear Dapo Abiodun, 
Somebody is bold enough to call out the corruption going on in the name of distributing palliative, if you are not part of the corruption kindly investigate where this broad day robbery started

#ilebayeOdiniya #GenZbaddieCROSS X GLENFIDDICH
CROSS ",0,0,3.39,0,0.0,2,2,58,0.01,0.01
@soma_fanpage,2023-10-15 14:38:11,"Geng Geng, we have a group that is created solely for streaming Soma’s music. The team is led by @lostboylikeme_  If you are interested in joining this group, kindly say yes in ment section. Thank you 🙏🏽🎯

#Somageng #SomaApex #BBNaija ",50,178,3.81,0,0.0,0,0,0,0.0,0.0
@terecaballeroab,2023-10-15 14:38:09,"💸 Your MetaMask Airdrop is waiting to be claimed - don't delay: ⤵️

👐 

🔥 $5500 worth of MASK tokens just arrived in my account 😈
#memecoin #GALA #OG #FIL #NEO  ",0,0,0.03,0,0.0,6005,6005,494,15.72,20.75
@istiklal19999,2023-10-15 14:37:50,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

😏 

#NFTs #Ripple #MEXC #NEO #ONT #opensea ",0,0,0.0,0,0.0,18,6,70,0.02,0.09
@JenayHaskins,2023-10-15 14:37:49,"🌟 Azuki is thrilled to introduce the #AZUKI token! Claim their Airdrop and earn $5500 🎁. Claim it today ⤵️

🤘 

#X #TrustWallet #LINK #NEO #ATOM #zkSync ",0,0,0.0,0,0.0,3,3,215,0.01,0.01
@Milcami2,2023-10-15 14:37:47,"""Lets not give them clout"" , clout this clout that shut the f up! Don't nobody wanna gain clout from a classless weener having fights and being in the news for the negative things 
Our success would do the talking  so get lost !! #BBNaijaAIIStars
#BBNaija
#IlebayeOdiniya",0,1,0.34,0,0.0,1,1,226,0.0,0.0
@kleines_Biest91,2023-10-15 14:37:47,"💸 Don't hesitate, claim your MetaMask Airdrop rewards today: ⤵️

🙂 

🔥 Counting my blessings with this $5500 MASK Airdrop in hand 😈
#arb #FLOKI #marketcap #BETH #ONT #NEO ",0,0,0.01,0,0.0,0,0,8,0.0,0.0
@Melzeethejewel,2023-10-15 14:37:44,"I've never anticipated any movie like this, can it be premiered tomorrow 🥹⁉️.. 

THE SILENT INTRUDER THE MOVIE 

#PereEgbi #BBNaijaAIIStars #Percy #Pere #BBNaija ",6,16,0.34,0,0.0,0,0,51,0.0,0.0
@Dausy_xo,2023-10-15 14:37:37,#AngelJBSmith was outside yay 💃💃💃 ,4,18,1.9,0,0.0,0,0,0,0.0,0.0
@whitdecore,2023-10-15 14:37:32,"ianaConni4 Tag?

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",1,1,0.21,0,0.0,2,2,0,0.01,0.01
@GeeGee26173,2023-10-15 14:37:16,"@JeJols_World @DuutHagble While he was trying to say other fan bases could be the one causing the misunderstanding, he went ahead to insert #Ceec’s name . That some phynations are CEEC’s fans and might be the ones causing this.. 🤦🏽‍♀️",0,0,0.11,0,0.0,0,0,0,0.0,0.0
@JordanAgho,2023-10-15 14:37:14,"Na was! So Kross go steal chi exotic for party?😂😂ole fc

SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",2,3,0.74,0,0.0,8,4,1219,0.02,0.06
@jallah_diamond,2023-10-15 14:36:54,"Someone that have been building the biggest church for his mom inside alcohol bottle since 1847 just dey play 🤣🤣

SILENT INTRUDER THE MOVIE 
#PereEgbi 
#BBNaijaAIIStars ",2,8,0.96,0,0.0,1,1,26,0.0,0.0
@NitaGeer,2023-10-15 14:36:32,"💸 Your MetaMask Airdrop is just a click away - claim it now: ⤵️

🤙 

🔥 A $5500 MASK Airdrop has lit up my crypto world 😈
#SUI #ZEC #DOGE #NEO #Bybit #LUNA ",0,0,0.0,0,0.0,10,5,5,0.02,0.06
@LINDACH58527299,2023-10-15 14:36:08,"@Triciaduchess she is on her own today o, she dey give us assignment and today we have accepted to celebrate that assignment 

#AlexUnusual 
#WorldPrilexDay 
#BBNaijaAlIStars",2,3,0.02,0,0.0,2,2,2,0.01,0.01
@Joyousl27236336,2023-10-15 14:35:40,"@BMakungany1912 @IlebayeOfficial ILEBAYE X AFCON
ILEBAYE OUR FOCUS
#ilebayeOdiniya 
#GenZBaddie𓅛",0,0,0.07,0,0.0,3,3,2,0.01,0.01
@KEbiweni,2023-10-15 14:35:25,"Two weeks ago a girl named Ilebaye Odiniya won the first BbnAllstar and that's on puuur.
Congratulations my love

ILEBAYE X AFCON
ILEBAYE OUR FOCUS

#GenZBaddie
#IlebayeOdiniya
#BBNaijaAllStars ",50,228,1.11,0,0.0,3,3,15,0.01,0.01
@MaliqueHudson10,2023-10-15 14:35:24,"🌟 Azuki is making waves with their #AZUKI token! Grab your Airdrop now and pocket $5500 🎁. Claim it below ⤵️

🤩 

#DAVE #Azuki #Shardeum #WBTC #NEO #PULSECHAIN ",0,0,0.05,0,0.0,0,0,24,0.0,0.0
@MaralJamshidi,2023-10-15 14:35:04,"🆕 Azuki is excited to present the #AZUKI token! Grab their Airdrop and receive $5500 🎁, just like I did. Claim it here ⤵️

🙏 

#BinanceUS #ELON #memecoin #SHIBARMY #NEO #RVN ",0,0,0.03,0,0.0,18,18,518,0.06,0.08
@StevenS20693,2023-10-15 14:34:40,"we maintain your interest throughout the blog post.



#Vedanta #donnalisi #FNAF📷📷📷  #AFCB #NUFC #Leo #astor #Ceec #yutakishi #trustpailot #tripleS #Furina📷📷📷 ",0,2,0.55,0,0.0,698,698,2303,1.7,1.7
@valanic,2023-10-15 14:34:34,"🌟 The #AZUKI token from Azuki is now live! Act fast to claim their Airdrop and pocket $5500 🎁. Claim it today ⤵️

🙏 

#VRA #Bybit #arb #BCH #NMC #NEO ",0,0,0.03,0,0.0,14,7,27,0.03,0.08
@MajonHa,2023-10-15 14:34:29,"🌟 Azuki's #AZUKI token is now available for grabs! Don't wait—claim your Airdrop and get $5500 🎁. Claim it today ⤵️

👆 

$posttech #MAYC #NEO #HEX #BEN #FRIENDcoin ",0,0,0.0,0,0.0,1122,187,227,0.58,3.84
@marina_smail,2023-10-15 14:34:21,"🆕 Azuki has introduced the #AZUKI token! Take advantage of their Airdrop while you can. I've just received $5500 🎁 Claim it instantly ⤵️

👐 

#RDD #WEB3 #ONE #NEO #BASE #ZEC ",0,0,0.0,0,0.0,0,0,158,0.0,0.0
@IlebayeS,2023-10-15 14:34:14,"ILEBAYE OUR FOCUS
ILEBAYE X AFCON #BBNaijaAIIStars #ilebayeOdiniya #GenZBaddie ",2,4,0.58,0,0.0,0,0,0,0.0,0.0
@Stephanie1234ma,2023-10-15 14:34:14,"They will forever remain irrelevant ✍🏼

SILENT INTRUDER THE MOVIE 
#BBNaijaAIIStars 
#PereEgbi ",8,15,0.77,0,0.0,541,541,245,1.68,1.68
@alkanoates,2023-10-15 14:34:05,"@Sabiboydoings ILEBAYE X AFCON
ILEBAYE OUR FOCUS
 
#IlebayeOdiniya #GenZbaddie",1,1,0.27,0,0.0,3,3,0,0.02,0.03
@twaibu_nawia,2023-10-15 14:34:01,"@FranQ_Poet Very weird
ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",2,2,0.08,0,0.0,0,0,0,0.0,0.0
@Ann__bello,2023-10-15 14:33:55,"@symply_kim ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",8,3,0.66,0,0.0,0,0,0,0.0,0.0
@jallah_diamond,2023-10-15 14:33:49,"@GAkpederi @ChikaSandra24 Cross the dumb is rich but can’t afford to build the church he promised to build for his mom since 1847 just dey play 🤣

SILENT INTRUDER THE MOVIE 
#PereEgbi ",1,2,0.23,0,0.0,4,4,8,0.02,0.03
@itsveraadom,2023-10-15 14:33:47,"@iamvaleriepedro They look so good together and is so refreshing to see 😍😍😍

SILENT INTRUDER THE MOVIE 
#PereEgbi 
#Percy 
#BBNaija",1,1,0.55,0,0.0,0,0,0,0.0,0.0
@JordanAgho,2023-10-15 14:33:35,"@peresgirll Na him😂😂

SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",1,5,0.15,0,0.0,0,0,0,0.0,0.0
@RussDyer_,2023-10-15 14:33:33,"Join me Live at Gorgeous Radio
4pm -7pm

Let me bring a smile to your Autumn Sunday afternoon

💬  Text GFM + your message to 81400
📧  eous.radio

#russonasunday
#danceyourspudsoff
#danceoffyourspuds
#bigbrother
#sundayafternoon
#wolverhampton

eousradiouk 📻 ",0,0,0.13,0,0.0,16,4,10,0.02,0.12
@alkanoates,2023-10-15 14:33:30,"@Sabiboydoings ILEBAYE X AFCON
ILEBAYE OUR FOCUS
 
#IlebayeOdiniya #GenZbaddie",3,4,0.27,0,0.0,0,0,34,0.0,0.0
@soma_fanpage,2023-10-15 14:33:24,"

Another session of Gist &amp; Giggles tonight by 7PM WAT. Do not miss it for anything 👌💯🎯🎯🎯🎯🎯🎯🎯💃🏾💃🏾💃🏾🎯🎯

#SomaApex #Somageng 

#BBNaijaAllStars ",58,191,3.81,0,0.0,1,1,0,0.01,0.01
@MotunrayoKolaw1,2023-10-15 14:33:20,"you are brutal 

SILENT INTRUDER THE MOVIE 
#PereEgbi ",0,1,3.45,0,0.0,2,2,3,0.01,0.01
@matanmi__W,2023-10-15 14:33:15,"@kelvinpowelll15 SILENT INTRUDER THE MOVIE
#PereEgbi",1,0,1.21,0,0.0,6,2,1,0.01,0.03
@MHIZ88,2023-10-15 14:33:04,"Bayetribe this masterpiece is so unique ❤️❤️❤️ 
ILEBAYE X AFCON ILEBAYE OUR FOCUS #BBNaijaAIIStars
#BBNaija ",0,0,0.78,0,0.0,8,8,2,0.04,0.05
@angels_bby_,2023-10-15 14:33:01,"Love it so much 🔥🔥
#AngelJBSmith ",2,20,0.94,0,0.0,0,0,0,0.0,0.0
@matanmi__W,2023-10-15 14:32:53,"@faustinaworld SILENT INTRUDER THE MOVIE
#PereEgbi",4,0,1.21,0,0.0,2,1,18,0.0,0.0
@puglie555,2023-10-15 14:32:43,"🚀 Secure your Galxe Airdrop without delay: ⤵️

🟩 

🔥 A massive $5500 $GALXE Airdrop just came my way 😈 
#WBTC h #MATIC #WAVES #stEth #NEO ",0,0,0.0,0,0.0,0,0,5,0.0,0.0
@AnambraDaughter,2023-10-15 14:32:36,"Teach Dem naysayers how it's done!😌🎯
#Somgel ",2,16,0.75,0,0.0,0,0,2,0.0,0.0
@RaufA46395,2023-10-15 14:32:31,"@OlubodeSara @real_mercyeke one &amp; only Lambo🖤🔥🔥🔥🔥🔥🔥🔥MERCY EKE X SECRETSPALACE
#MercyEke",3,4,0.0,0,0.0,2,2,11,0.01,0.01
@LisaYidetteWHL,2023-10-15 14:32:29,"Catching up with #Bigbrother after my hols. 
Jesus christ - Does #farida ever shut up? 
What a pain 🤦🏼‍♀️
I feel sorry for #Kerry",0,3,5.84,0,0.0,3,3,983,0.01,0.01
@schwarznk,2023-10-15 14:32:28,"🌟 Azuki just unveiled their #AZUKI token! Don't miss the Airdrop, where you can get $5500 🎁. Claim it now ⤵️

😊 

#BLOCKCHAIN #PEPE #friendtech #btc #ETH #NEO ",0,0,0.0,0,0.0,0,0,0,0.0,0.0
@jessy538286,2023-10-15 14:32:26,"Wahala bi like bicycle
Only ilebaye get like 5 ship 😂🤣🤣🤣🤣🤣

ILEBAYE X AFCON
FOCUS ON ILEBAYE
#ILEBAYEODINIYA
#BBNAIJA
#BBNAIJAALLSTARS ",2,4,0.34,0,0.0,10,10,26,0.04,0.05
@iam_Chloe6069,2023-10-15 14:32:22,"I love it for you😍😍
#AngelJBSmith ",0,1,1.44,0,0.0,0,0,2,0.0,0.0
@IlebayeS,2023-10-15 14:32:11,"Ilebaye""a dad that has a hotels in Abj and is into real estate and PMS. There was a time Ilebaye was advertising their Estate on IG.
Ilebaye doesn't just know how to brag and it's very annoying
ILEBAYE OUR FOCUS
ILEBAYE X AFCON
#GenZBaddie #ilebayeOdiniya #BBNaijaAIIStars ",4,5,0.58,0,0.0,0,0,0,0.0,0.0
@opokumabel80,2023-10-15 14:32:11,"@theangeljbsmith Oh mine 😍🔥

#AngelJBSmith",4,5,0.39,0,0.0,2,1,3,0.0,0.0
@JordanAgho,2023-10-15 14:32:10,"@faustinaworld Yes o!

SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",3,0,0.15,0,0.0,14867,14867,14808,31.89,31.89
@LyzeeBrown,2023-10-15 14:31:59,"Guys, the opponent is closing in. We are loosing on the poll. Please Vote Yemi Cregx 🙏

YOU CAN VOTE AS MANY TIMES AS POSSIBLE

#YemiCregxTheBrand 
ing #YemiCregx #Bbnaija #BBNaijaAIIStars ",1,0,7.78,0,0.0,0,0,1,0.0,0.0
@Regina51850721,2023-10-15 14:31:51,Thank You God For Your #Grace For Your #Mercy For Your iveness For Your #Protection  For Your #Guidance For Your #Friendship For Your #Peace For Your Unfailing Love For Being My Savior Nother Else Matters #Amen  🦵🦵 ,0,0,0.26,0,0.0,1,1,2,0.0,0.0
@JordanAgho,2023-10-15 14:31:40,"@faustinaworld SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE
SILENT INTRUDER THE MOVIE

#PereEgbi 
#BBNaija 
#BBNaijaAlIStars",4,0,0.15,0,0.0,0,0,2,0.0,0.0
@DrFab15,2023-10-15 14:31:38,"@theangeljbsmith It makes sense as a literati you should attend class at The Library. Poetic!
I had a ball too watching you and yours💃🏾 #AngelJBSmith #Somgel #SomaApex",3,30,1.3,0,0.0,0,0,23,0.0,0.0
@Vanessa__ben,2023-10-15 14:31:36,"@Somah513494401 @symply_kim Amen 🙏

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.19,0,0.0,7692,2564,611,8.54,30.05
@UdoGOD20,2023-10-15 14:31:34,"What's your advice to him on doubling it with 2odd.😂🤣🤦‍♂️

#NoBraDay2023
prince,#Alexunusual, bumbum, Tinubu, Rufai, ECOWAS, Whitemoney, Burna,#ITOLDTHEM                   #BBNaijallstars , Kayode, scripted, Yoruba,Ned Nwoko. ",0,0,4.11,0,0.0,0,0,0,0.0,0.0
@Nthabi_moka2,2023-10-15 14:31:29,"Finally 🥺🤭☺️❤️

SILENT INTRUDER THE MOVIE ing soon

#PereEgbi 
#Percy ",0,3,3.83,0,0.0,4305,4305,291,11.64,12.8
@whitdecore,2023-10-15 14:31:26,"Thank u Lagos Magazine for ur continous support ❤️ 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars ",8,6,1.16,0,0.0,338,338,918,0.88,0.97
@angels_bby_,2023-10-15 14:31:22,"@theangeljbsmith As you should 🫶🏽
#AngelJBSmith",0,0,0.17,0,0.0,3418,3418,1884,8.89,8.89
@LINDACH58527299,2023-10-15 14:31:12,"@EvaP_2 see as all of then throw face🤣🤣they know it’s Alex or no one else but wait o….what if Prince Nelson had call someone else….aish Prilex gave us assignment 

#AlexUnusual 
#WorldPrilexDay 
#BBNaijaAIIStars",0,5,0.02,0,0.0,3,3,10,0.01,0.01
@lynsandrah37,2023-10-15 14:31:11,"@dee_toria1226 If Angel loves or cares about someone she goes 120miles per second she is so pure a sweet sweet babe 
#AngelJBSmith",5,26,0.27,0,0.0,4,4,215,0.02,0.03
@Kapableelijah,2023-10-15 14:31:04,"@real_mercyeke look to Wizkid mother’s burial• Lambo!!!❤️❤️❤️

#BBNaija #bigbrother #BBNaijaAllStars ",0,1,0.33,0,0.0,546,273,302,0.83,2.01
@Sundaynneoma1,2023-10-15 14:31:03,"You are outstanding .

SILENT INTRUDER THE MOVIE 
#PereEgbi ",1,3,0.28,0,0.0,5106265,1021253,906,2030.78,13403.15
@mdiscrazy,2023-10-15 14:31:03,"Team Xspark finished the BGIS 2023 Final as they started it. Very well played by #TX and #BigBrother Esports.
#BGIS #BGIS2023 #BGMI #PUBGMOBILE #PUBG_MOBILE #esports ",0,0,0.35,0,0.0,2,2,9,0.01,0.01
@MisssJadeX,2023-10-15 14:31:02,"🌟 Azuki is making waves with their #AZUKI token! Grab your Airdrop now and pocket $5500 🎁. Claim it below ⤵️

✌️ 

#cryptotrading #ZetaChain #XPM #NEO $thetipcoin #TrustWallet ",0,0,0.16,0,0.0,1050,350,422,1.03,3.29
@caiorox96,2023-10-15 14:31:00,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it now ⤵️

🔥 

#XPM #PSYOP #Shardeum #IMX #NEO #BCH ",0,0,0.01,0,0.0,0,0,29,0.0,0.0
@Chiluvsr4,2023-10-15 14:30:59,"@santie84276663 CHIEF MERCY EKE 
#MercyEke",1,0,0.25,0,0.0,0,0,13,0.0,0.0
@opokumabel80,2023-10-15 14:30:56,"Hot like a heater 🥵🥵

#AngelJBSmith ",3,4,2.13,0,0.0,5,5,21,0.02,0.03
@phsonhkhpg,2023-10-15 14:30:52,"🆕 Azuki is offering the #AZUKI token! Take advantage of their Airdrop to get $5500 🎁. Claim it today ⤵️

☝️ 

#FLOKI #APE #btc #JASMY #crypto #NEO ",0,0,0.0,0,0.0,0,0,11,0.0,0.0
@whitdecore,2023-10-15 14:30:40,"@thelagosmag @PereEgbi Pere keep up with the good work, God crown it 🙏 

SILENT INTRUDER THE MOVIE
#PereEgbi

SILENT INTRUDER THE MOVIE
#PereEgbi
#BBNaija    
#BBNaijaAllStars",5,3,0.21,0,0.0,0,0,0,0.0,0.0
@Hearts68450158,2023-10-15 14:30:37,"@OlubodeSara @real_mercyeke Queen of all BBN Queens 👑

MERCY EKE X SECRETSPALACE
CHIEF MERCY EKE
MERCY EKE THE HOST
#MercyEke",5,6,0.68,0,0.0,688,688,576,1.99,2.63
@fidelkirby410,2023-10-15 14:30:36,"🚀 Be the first to get your hands on the #AZUKI token from Azuki! Don't wait, grab their Airdrop now! I've scored $5500 🎁 Claim it below ⤵️

😄 

oken #BYBIT #BNB #ARBITRUM #BETH #NEO ",0,0,0.0,0,0.0,146,146,721,0.41,0.54
@Vanessa__ben,2023-10-15 14:30:31,"@symply_kim Amen 🙏

ILEBAYE X AFCON
ILEBAYE OUR FOCUS 

#IlebayeOdiniya #GenZBaddie𓅛
#BBNaija  #BBNaijaAIIStars",1,0,0.04,0,0.0,7,7,231,0.03,0.04
@Praiz23281828,2023-10-15 14:30:30,"His voice 🤭

We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija ",2,2,0.3,0,0.0,4905,1635,1735,4.25,2.55
@SholoBush,2023-10-15 14:30:28,Next week would be perfect to put up Jag and Matt that needs to happen #bb25 #BigBrother,0,0,0.03,0,0.0,57,57,239,0.17,0.17
@MoimoiDede,2023-10-15 14:30:17,"🌕 Claim your Galxe Airdrop and light up your wallet: ⤵️

🟩 

🔥 My crypto dreams ing true with a $5500 $GALXE Airdrop 😈 
#WEB3 #CRYPTONEWS #Ripple #SXP #NEO #LDO ",0,0,0.0,0,0.0,12,6,44,0.02,0.06
@Praiz23281828,2023-10-15 14:30:17,"@Droge201 So talented jeez

We anticipate!!!! 
SILENT INTRUDER THE MOVIE
#PereEgbi 
#BBNaija",1,1,0.05,0,0.0,5,5,14,0.02,0.03
@Glorygloria4,2023-10-15 14:30:08,"He is like a tree planted by the water that sends out its roots by the stream! Unshakable KING! 💎♥️🎯

He is Somadina Anyama 

#BBNaija
#SomaApex
#BBNaijaAllStars ",56,256,40.93,0,0.0,3858,643,929,1.72,10.32
@HadithsJourney,2023-10-15 14:30:02,"Allah is the Most Merciful of the merciful. (Quran, 12:92) #Mercy #Kindness",2,4,0.97,0,0.0,2,2,0,0.01,0.01
@edwinsimmons615,2023-10-15 14:29:57,"🌕 Grab your MetaMask Airdrop and skyrocket your crypto holdings: ⤵️

✋ 

🔥 I'm feeling blessed with this $5500 MASK Airdrop 😈
#Ripple #OKX #shiba #FLOKI #CRYPTONEWS #NEO ",0,0,0.0,0,0.0,773788,193447,255,372.89,1603.43
@berna_kalima,2023-10-15 14:29:27,"So happy 😊 you really had a ball and more 💃🏾 💃🏾 💃🏾 
#AngelJBSmith ",0,1,4.22,0,0.0,1840,460,321,1.41,6.2
@KonaduRose,2023-10-15 14:29:26,"Yassss!!💃💃💃💃😍🔥🔥

SILENT INTRUDER THE MOVIE 
#PereEgbi ",7,4,3.53,0,0.0,448,224,329,0.66,0.79
@Norris419yes,2023-10-15 14:29:23,"@CarlSparkle @chafford100Esex Atleast pere have a careers you can troll pare to cross who is an illiterate without education 
#BBNaijaAllStars #BBNaija",0,0,0.07,0,0.0,218,109,210,0.32,0.7
@ChimmieeHQ,2023-10-15 14:29:20,"Interviewer - pere do you like mercy?
Pere - yes very well.
Interviewer - what type of like is that?
Pere - i like her, like her, i like the shit outta her.
Adekunle - i can confirm that.
#GlitchAfrica #BBNaija ",51,546,197.91,0,0.0,0,0,0,0.0,0.0
@laryssa7777777,2023-10-15 14:29:10,"🪙 Don't wait another moment to claim your Galxe Airdrop: ⤵️

😁 

🔥 I'm on cloud nine with this $5500 $GALXE Airdrop 😈 
#FIL #BCH #ONT #NEO #memecoin #STEEM ",0,0,0.01,0,0.0,1286,1286,836,3.61,3.61
@HinPhan1,2023-10-15 14:29:10,"✅ Don't miss this chance to claim the Galxe Airdrop - go for it: ⤵️

🤙 

🔥 Celebrating a $5500 surprise from a $GALXE Airdrop 😈 
#SHIB #TRX #X #NEO #Ethereum #Blur ",0,0,0.01,0,0.0,2,2,1,0.01,0.01
@Awedaniel634,2023-10-15 14:29:09,"SILENT INTRUDER THE MOVIE
#PereEgbi ",5,2,0.04,0,0.0,0,0,0,0.0,0.0
@santie84276663,2023-10-15 14:28:59,TL waiting for Mercy Eke to be alive again 😂🤣 #BBNaija #Mercy #BBNaijaAIIStars,1,3,0.2,0,0.0,810,270,298,0.82,0.48
